Source Url,Target Url,Anchor,Source Title,Target Title,Page Ascore,Domain Ascore,Response Code,First Seen,Last Seen,External Link Num,Internal Link Num,Source Size,Ip,Lang,Position,Nofollow,Sponsored,Ugc,Redirect,Text,Image,Form,Frame,Sitewide,Newlink,Lostlink,Lost Due,Redirect Url,Redirect Code,Image Url,Image Alt,Author Id,Author Name,Platform,Mobile,Canonical,Canonical Resolved,Urlanchor
https://primeenterprise.net/,https://www.shoppingjin.pk/prices/home-appliances/ups/,situs toto 4d,PRIME ENTERPRISES - Empowering Businesses with Smart IT & Scalable Software,,2,9,200,2026-05-15 00:53:49,2026-05-15 00:53:49,2848,0,197559,147.79.79.117,en,,No,No,No,No,Yes,No,No,No,No,Yes,No,,,0,,,0,,,Yes,No,No,No
https://www.kodelagroup.com/,https://www.shoppingjin.pk/prices/home-appliances/ups/,situs toto 4d,Kodela Group,,2,9,200,2026-05-07 13:50:27,2026-05-14 14:16:38,2801,18,210673,82.25.125.146,en,,No,No,No,No,Yes,No,No,No,No,Yes,No,,,0,,,0,,,Yes,No,No,No
https://wearelcc.triplenerdscore.xyz/lubxcz/k6xvr/article.php?page=boss-air-cooler-remote-control,https://www.shoppingjin.pk/prices/home-appliances/air-cooler/,Air Cooler price in pakistan - latest price 2022,boss air cooler remote control,,1,14,200,2025-08-11 23:37:42,2026-05-04 13:48:29,9,64,66693,172.67.142.136,en,content,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,No
https://www.urlumbrella.com/site/shoppingjin.pk,https://shoppingjin.pk/,shoppingjin.pk,URL Umbrella,,1,17,200,2025-09-24 11:44:38,2026-04-01 03:45:06,3,8,8278,23.227.194.28,,,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,No,No,No,Yes
http://eiretravel.com/itinerary/dromoland-castle-with-irish-bbs/,https://www.shoppingjin.pk/sale/,sabung ayam,Dromoland Castle with Irish B&B’s – EireTravel,,0,6,200,2026-04-23 03:56:14,2026-04-23 03:56:14,216,25,159503,192.250.229.111,en,,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,blog,Yes,No,No,No
http://heavenarticle.com/brand-building-across-media-categories/,https://shoppingjin.pk/,shoppingjin,Brand Building Across Media Categories | Heaven Article,,0,6,200,2025-08-19 18:27:43,2026-03-22 03:17:10,2286,34,171591,66.29.152.77,,,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,blog,Yes,No,No,No
http://kingranks.com/brand-building-across-media-categories/,https://shoppingjin.pk/,shoppingjin,Brand Building Across Media Categories | King Ranks,,0,6,200,2025-02-19 09:56:59,2026-05-18 15:45:01,2286,27,169570,172.67.139.78,,,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,blog,Yes,No,No,No
http://knows.sbs/domain/domain/part/212869,https://shoppingjin.pk/,shoppingjin.pk,seo domain research,shoppingjin.pk,0,2,200,2026-04-27 21:05:02,2026-04-27 21:05:02,1981,3,562058,147.135.215.43,en,,Yes,No,No,No,Yes,No,No,No,No,Yes,No,,,0,,,0,,,Yes,No,No,Yes
http://seol.store/domain/domain/part/212869,https://shoppingjin.pk/,shoppingjin.pk,seo domain research,shoppingjin.pk,0,8,200,2026-01-17 16:42:25,2026-05-13 10:26:53,4252,3,716745,147.135.215.43,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://skolkalelekovice.cz/clanek.php?id=109,https://www.shoppingjin.pk/loyalty-program/,mahjong ways 2,ZŠ Lelekovice,,0,7,200,2026-04-22 01:48:23,2026-04-22 01:48:23,4870,67,350698,81.91.86.14,en,,No,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,No
http://takes.homes/domain/domain/part/212869,https://shoppingjin.pk/,shoppingjin.pk,seo domain research,shoppingjin.pk,0,2,200,2026-02-08 20:12:01,2026-02-08 20:12:01,5041,3,842190,147.135.215.43,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
